entry1	entry2	type
00460_47	00460_46	maplink
00460_28	00460_49	maplink
00460_34	00460_49	maplink
00460_29	00460_49	maplink
00460_27	00460_49	maplink
00460_47	00460_48	maplink
00460_45	00460_48	maplink
00471_23	00471_28	ECrel
00471_16	00471_17	maplink
00471_28	00471_17	maplink
00471_23	00471_17	maplink
00471_28	00471_16	maplink
00471_23	00471_16	maplink
00471_23	00471_15	maplink
00480_53	00480_52	ECrel
00480_53	00480_50	ECrel
00480_50	00480_51	ECrel
00480_50	00480_48	ECrel
00480_50	00480_47	ECrel
00480_50	00480_26	maplink
00480_48	00480_47	ECrel
00480_48	00480_26	maplink
00480_47	00480_26	maplink
00480_46	00480_47	ECrel
00480_46	00480_51	ECrel
00480_47	00480_51	ECrel
00480_51	00480_27	maplink
00480_51	00480_29	maplink
00480_51	00480_47	ECrel
00480_51	00480_49	ECrel
00480_27	00480_29	maplink
00480_27	00480_47	maplink
00480_27	00480_49	maplink
00480_29	00480_47	maplink
00480_29	00480_49	maplink
00480_47	00480_49	ECrel
00480_49	00480_48	ECrel
00480_49	00480_52	ECrel
00480_46	00480_28	maplink
00480_46	00480_49	ECrel
00480_28	00480_49	maplink
00480_48	00480_85	ECrel
00480_48	00480_46	ECrel
00480_48	00480_55	ECrel
00480_48	00480_40	ECrel
00480_48	00480_33	ECrel
00480_48	00480_41	ECrel
00480_52	00480_85	ECrel
00480_52	00480_46	ECrel
00480_52	00480_55	ECrel
00480_52	00480_40	ECrel
00480_52	00480_33	ECrel
00480_52	00480_41	ECrel
00480_85	00480_46	ECrel
00480_85	00480_55	ECrel
00480_46	00480_55	ECrel
00480_46	00480_40	ECrel
00480_46	00480_33	ECrel
00480_46	00480_41	ECrel
00480_55	00480_40	ECrel
00480_55	00480_33	ECrel
00480_55	00480_41	ECrel
00480_55	00480_32	ECrel
00480_32	00480_31	ECrel
00480_141	00480_136	ECrel
00480_135	00480_136	ECrel
00480_48	00480_166	ECrel
00480_52	00480_166	ECrel
00480_166	00480_51	ECrel
00480_166	00480_29	maplink
00480_166	00480_27	maplink
00480_166	00480_47	ECrel
00480_28	00480_166	maplink
00480_166	00480_46	ECrel
00480_32	00480_167	ECrel
00500_131	00500_171	ECrel
00500_143	00500_171	ECrel
00500_170	00500_171	ECrel
00500_169	00500_171	ECrel
00500_151	00500_171	ECrel
00500_144	00500_171	ECrel
00500_131	00500_143	ECrel
00500_131	00500_170	ECrel
00500_131	00500_169	ECrel
00500_131	00500_151	ECrel
00500_131	00500_144	ECrel
00500_143	00500_169	ECrel
00500_143	00500_151	ECrel
00500_143	00500_144	ECrel
00500_151	00500_170	ECrel
00500_144	00500_170	ECrel
00500_151	00500_169	ECrel
00500_144	00500_169	ECrel
00500_142	00500_170	ECrel
00500_142	00500_169	ECrel
00500_132	00500_150	ECrel
00500_132	00500_150	ECrel
00500_131	00500_150	ECrel
00500_131	00500_150	ECrel
00500_142	00500_150	ECrel
00500_131	00500_132	ECrel
00500_131	00500_132	ECrel
00500_132	00500_142	ECrel
00500_131	00500_142	ECrel
00500_123	00500_150	ECrel
00500_123	00500_132	ECrel
00500_123	00500_131	ECrel
00500_86	00500_130	ECrel
00500_125	00500_130	ECrel
00500_125	00500_129	ECrel
00500_125	00500_128	ECrel
00500_125	00500_127	ECrel
00500_129	00500_130	ECrel
00500_128	00500_130	ECrel
00500_127	00500_130	ECrel
00500_93	00500_96	ECrel
00500_95	00500_96	ECrel
00500_102	00500_120	ECrel
00500_102	00500_117	ECrel
00500_117	00500_120	ECrel
00500_120	00500_121	ECrel
00500_117	00500_123	ECrel
00500_117	00500_118	ECrel
00500_109	00500_117	ECrel
00500_118	00500_123	ECrel
00500_109	00500_123	ECrel
00500_118	00500_150	ECrel
00500_118	00500_125	ECrel
00500_114	00500_118	ECrel
00500_125	00500_150	ECrel
00500_114	00500_150	ECrel
00500_109	00500_150	ECrel
00500_114	00500_125	ECrel
00500_109	00500_125	ECrel
00500_109	00500_114	ECrel
00500_121	00500_145	maplink
00500_120	00500_147	maplink
00500_121	00500_147	maplink
00500_118	00500_126	maplink
00500_150	00500_126	maplink
00500_125	00500_126	maplink
00500_114	00500_126	maplink
00500_109	00500_126	maplink
00500_93	00500_86	ECrel
00500_95	00500_86	ECrel
00510_74	00510_104	ECrel
00510_96	00510_104	ECrel
00510_171	00510_104	ECrel
00510_102	00510_104	ECrel
00510_74	00510_96	ECrel
00510_74	00510_171	ECrel
00510_74	00510_102	ECrel
00510_96	00510_171	ECrel
00510_96	00510_102	ECrel
00510_171	00510_102	ECrel
00510_47	00510_171	ECrel
00510_44	00510_96	ECrel
00510_99	00510_171	ECrel
00510_74	00510_172	ECrel
00510_98	00510_99	ECrel
00510_161	00510_160	ECrel
00510_47	00510_94	ECrel
00510_45	00510_46	ECrel
00510_44	00510_162	ECrel
00510_164	00510_172	ECrel
00510_93	00510_172	ECrel
00510_92	00510_93	ECrel
00510_168	00510_90	ECrel
00510_89	00510_168	ECrel
00510_88	00510_89	ECrel
00510_87	00510_88	ECrel
00510_88	00510_91	ECrel
00510_83	00510_88	ECrel
00510_87	00510_91	ECrel
00510_83	00510_87	ECrel
00510_83	00510_91	ECrel
00510_83	00510_85	ECrel
00510_85	00510_86	ECrel
00510_71	00510_91	ECrel
00510_71	00510_84	ECrel
00510_46	00510_47	ECrel
00510_45	00510_162	ECrel
00510_163	00510_44	ECrel
00510_164	00510_163	ECrel
00510_102	00510_173	ECrel
00510_99	00510_173	ECrel
00510_171	00510_73	maplink
00510_47	00510_73	maplink
00510_171	00510_75	maplink
00510_99	00510_75	maplink
00510_90	00510_42	maplink
00510_88	00510_72	maplink
00510_87	00510_72	maplink
00510_91	00510_72	maplink
00510_83	00510_72	maplink
00510_87	00510_70	maplink
00510_86	00510_70	maplink
00510_74	00510_158	maplink
00510_172	00510_158	maplink
00510_167	00510_90	ECrel
00510_167	00510_42	maplink
00512_34	00512_38	ECrel
00512_38	00512_39	ECrel
00512_37	00512_38	ECrel
00512_29	00512_38	ECrel
00512_34	00512_39	ECrel
00512_34	00512_37	ECrel
00512_29	00512_34	ECrel
00512_37	00512_39	ECrel
00512_29	00512_39	ECrel
00512_29	00512_37	ECrel
00512_33	00512_35	ECrel
00512_28	00512_37	ECrel
00512_29	00512_32	ECrel
00512_40	00512_14	maplink
00512_35	00512_39	ECrel
00512_35	00512_40	ECrel
00512_39	00512_40	ECrel
00520_162	00520_160	ECrel
00520_204	00520_160	ECrel
00520_204	00520_21	ECrel
00520_204	00520_135	ECrel
00520_160	00520_21	ECrel
00520_160	00520_135	ECrel
00520_21	00520_135	ECrel
00520_21	00520_52	ECrel
00520_21	00520_82	ECrel
00520_21	00520_23	ECrel
00520_52	00520_23	ECrel
00520_82	00520_23	ECrel
00520_23	00520_25	ECrel
00520_25	00520_27	ECrel
00520_135	00520_27	ECrel
00520_135	00520_177	ECrel
00520_135	00520_29	ECrel
00520_135	00520_114	ECrel
00520_27	00520_177	ECrel
00520_27	00520_29	ECrel
00520_27	00520_114	ECrel
00520_177	00520_29	ECrel
00520_177	00520_114	ECrel
00520_29	00520_114	ECrel
00520_31	00520_29	ECrel
00520_31	00520_33	ECrel
00520_114	00520_33	ECrel
00520_114	00520_34	ECrel
00520_33	00520_34	ECrel
00520_82	00520_228	ECrel
00520_82	00520_50	ECrel
00520_82	00520_62	ECrel
00520_52	00520_228	ECrel
00520_52	00520_50	ECrel
00520_52	00520_62	ECrel
00520_228	00520_50	ECrel
00520_228	00520_62	ECrel
00520_133	00520_193	maplink
00520_62	00520_193	ECrel
00520_62	00520_186	maplink
00520_62	00520_190	ECrel
00520_62	00520_53	ECrel
00520_50	00520_193	ECrel
00520_50	00520_186	maplink
00520_50	00520_190	ECrel
00520_50	00520_53	ECrel
00520_193	00520_186	maplink
00520_193	00520_190	ECrel
00520_193	00520_53	ECrel
00520_186	00520_190	maplink
00520_186	00520_53	maplink
00520_190	00520_53	ECrel
00520_110	00520_111	maplink
00520_45	00520_43	ECrel
00520_141	00520_65	maplink
00520_141	00520_232	maplink
00520_190	00520_65	ECrel
00520_190	00520_232	ECrel
00520_190	00520_56	ECrel
00520_65	00520_56	ECrel
00520_232	00520_56	ECrel
00520_56	00520_83	maplink
00520_56	00520_39	ECrel
00520_56	00520_210	ECrel
00520_83	00520_39	maplink
00520_83	00520_210	maplink
00520_39	00520_210	ECrel
00520_43	00520_210	ECrel
00520_43	00520_39	ECrel
00520_43	00520_41	ECrel
00520_210	00520_39	ECrel
00520_210	00520_41	ECrel
00520_39	00520_41	ECrel
00520_132	00520_67	maplink
00520_39	00520_67	ECrel
00520_41	00520_39	ECrel
00520_225	00520_191	maplink
00520_53	00520_191	ECrel
00520_53	00520_54	ECrel
00520_191	00520_54	ECrel
00520_54	00520_72	ECrel
00520_72	00520_163	ECrel
00520_163	00520_165	ECrel
00520_225	00520_76	maplink
00520_76	00520_74	ECrel
00520_74	00520_165	ECrel
00520_221	00520_147	maplink
00520_221	00520_231	maplink
00520_147	00520_145	ECrel
00520_231	00520_145	ECrel
00520_41	00520_257	maplink
00520_39	00520_257	maplink
00520_210	00520_257	maplink
00520_43	00520_257	maplink
00520_25	00520_121	maplink
00520_25	00520_259	maplink
00520_27	00520_121	maplink
00520_27	00520_259	maplink
00520_121	00520_259	maplink
00524_59	00524_11	maplink
00524_60	00524_11	maplink
00531_49	00531_52	ECrel
00531_52	00531_54	ECrel
00531_52	00531_59	ECrel
00531_54	00531_59	ECrel
00531_54	00531_56	ECrel
00531_41	00531_50	ECrel
00531_40	00531_50	ECrel
00531_50	00531_53	ECrel
00531_53	00531_13	ECrel
00531_13	00531_57	ECrel
00531_57	00531_60	ECrel
00531_63	00531_64	ECrel
00531_45	00531_62	ECrel
00531_45	00531_55	ECrel
00531_55	00531_58	ECrel
00531_45	00531_58	ECrel
00531_51	00531_55	ECrel
00531_41	00531_42	maplink
00531_40	00531_42	maplink
00532_17	00532_18	ECrel
00532_18	00532_40	ECrel
00532_16	00532_40	ECrel
00532_44	00532_16	ECrel
00532_45	00532_44	ECrel
00532_46	00532_45	ECrel
00532_16	00532_8	maplink
00532_44	00532_8	maplink
00561_63	00561_64	ECrel
00561_63	00561_68	ECrel
00561_61	00561_63	ECrel
00561_54	00561_61	ECrel
00561_54	00561_68	ECrel
00561_51	00561_54	ECrel
00561_49	00561_51	ECrel
00561_47	00561_51	ECrel
00561_47	00561_49	ECrel
00561_49	00561_50	ECrel
00561_46	00561_50	ECrel
00561_46	00561_50	ECrel
00561_46	00561_49	ECrel
00561_44	00561_47	ECrel
00561_47	00561_77	ECrel
00561_40	00561_50	ECrel
00561_50	00561_69	ECrel
00561_40	00561_46	ECrel
00561_40	00561_46	ECrel
00561_46	00561_69	ECrel
00561_46	00561_69	ECrel
00561_46	00561_77	ECrel
00561_40	00561_77	ECrel
00561_69	00561_77	ECrel
00561_41	00561_77	ECrel
00561_44	00561_46	ECrel
00561_40	00561_44	ECrel
00561_44	00561_69	ECrel
00561_41	00561_44	ECrel
00561_41	00561_46	ECrel
00561_64	00561_48	maplink
00561_39	00561_48	maplink
00561_52	00561_48	maplink
00561_52	00561_39	maplink
00561_50	00561_65	maplink
00561_46	00561_65	maplink
00561_40	00561_65	maplink
00561_69	00561_65	maplink
00562_75	00562_41	ECrel
00562_75	00562_46	ECrel
00562_75	00562_80	ECrel
00562_75	00562_69	ECrel
00562_75	00562_43	ECrel
00562_41	00562_46	ECrel
00562_41	00562_80	ECrel
00562_41	00562_69	ECrel
00562_41	00562_43	ECrel
00562_46	00562_69	ECrel
00562_46	00562_43	ECrel
00562_80	00562_69	ECrel
00562_80	00562_43	ECrel
00562_141	00562_139	ECrel
00562_134	00562_139	ECrel
00562_134	00562_71	ECrel
00562_71	00562_139	ECrel
00562_134	00562_70	ECrel
00562_139	00562_70	ECrel
00562_71	00562_67	ECrel
00562_136	00562_67	ECrel
00562_136	00562_71	ECrel
00562_70	00562_67	ECrel
00562_70	00562_136	ECrel
00562_74	00562_60	ECrel
00562_73	00562_136	maplink
00562_73	00562_67	maplink
00562_73	00562_70	maplink
00562_73	00562_71	maplink
00562_64	00562_59	ECrel
00562_64	00562_62	ECrel
00562_59	00562_62	ECrel
00562_59	00562_57	ECrel
00562_63	00562_58	ECrel
00562_58	00562_56	ECrel
00562_63	00562_65	ECrel
00562_74	00562_65	ECrel
00562_64	00562_65	ECrel
00562_75	00562_56	ECrel
00562_75	00562_47	ECrel
00562_75	00562_49	ECrel
00562_56	00562_47	ECrel
00562_56	00562_49	ECrel
00562_49	00562_48	ECrel
00562_49	00562_50	ECrel
00562_47	00562_48	ECrel
00562_47	00562_50	ECrel
00562_48	00562_53	ECrel
00562_48	00562_57	ECrel
00562_50	00562_53	ECrel
00562_50	00562_57	ECrel
00562_53	00562_57	ECrel
00562_45	00562_79	ECrel
00562_45	00562_55	ECrel
00562_79	00562_55	ECrel
00562_44	00562_49	ECrel
00562_44	00562_47	ECrel
00562_44	00562_56	ECrel
00562_44	00562_75	ECrel
00562_65	00562_72	maplink
00562_130	00562_131	maplink
00562_46	00562_143	ECrel
00562_80	00562_143	ECrel
00562_143	00562_141	ECrel
00562_143	00562_139	ECrel
00562_43	00562_141	ECrel
00562_43	00562_67	ECrel
00562_69	00562_141	ECrel
00562_69	00562_67	ECrel
00562_141	00562_67	ECrel
00562_144	00562_129	maplink
00562_74	00562_64	ECrel
00562_74	00562_63	ECrel
00562_74	00562_136	ECrel
00562_65	00562_136	ECrel
00562_64	00562_136	ECrel
00562_63	00562_136	ECrel
00562_45	00562_44	ECrel
00563_33	00563_40	ECrel
00563_33	00563_42	ECrel
00563_40	00563_42	ECrel
00563_21	00563_42	ECrel
00563_15	00563_42	ECrel
00563_21	00563_38	ECrel
00563_15	00563_38	ECrel
00563_38	00563_43	ECrel
00563_35	00563_43	ECrel
00563_32	00563_35	ECrel
00563_35	00563_41	ECrel
00563_32	00563_36	ECrel
00563_32	00563_34	ECrel
00563_19	00563_32	ECrel
00563_18	00563_32	ECrel
00563_17	00563_32	ECrel
00563_36	00563_41	ECrel
00563_34	00563_41	ECrel
00563_19	00563_41	ECrel
00563_18	00563_41	ECrel
00563_17	00563_41	ECrel
00563_36	00563_37	ECrel
00563_34	00563_37	ECrel
00563_19	00563_37	ECrel
00563_18	00563_37	ECrel
00563_17	00563_37	ECrel
00563_33	00563_39	ECrel
00563_33	00563_14	ECrel
00563_33	00563_13	ECrel
00563_33	00563_12	ECrel
00563_33	00563_11	ECrel
00563_33	00563_9	ECrel
00563_33	00563_10	ECrel
00563_15	00563_46	maplink
00563_39	00563_44	maplink
00563_14	00563_44	maplink
00563_13	00563_44	maplink
00563_12	00563_44	maplink
00563_11	00563_44	maplink
00563_9	00563_44	maplink
00563_10	00563_44	maplink
00563_21	00563_43	ECrel
00563_21	00563_35	ECrel
00563_21	00563_46	maplink
00563_15	00563_43	ECrel
00563_15	00563_35	ECrel
00563_43	00563_35	ECrel
00563_43	00563_46	maplink
00563_35	00563_46	maplink
00564_81	00564_114	ECrel
00564_81	00564_116	ECrel
00564_113	00564_134	ECrel
00564_116	00564_134	ECrel
00564_114	00564_134	ECrel
00564_113	00564_116	ECrel
00564_113	00564_114	ECrel
00564_105	00564_113	ECrel
00564_99	00564_105	ECrel
00564_98	00564_105	ECrel
00564_97	00564_105	ECrel
00564_101	00564_105	ECrel
00564_105	00564_128	ECrel
00564_98	00564_99	ECrel
00564_97	00564_99	ECrel
00564_99	00564_128	ECrel
00564_98	00564_101	ECrel
00564_98	00564_128	ECrel
00564_97	00564_101	ECrel
00564_97	00564_128	ECrel
00564_101	00564_128	ECrel
00564_106	00564_128	ECrel
00564_106	00564_146	ECrel
00564_106	00564_148	ECrel
00564_128	00564_146	ECrel
00564_128	00564_148	ECrel
00564_146	00564_148	ECrel
00564_71	00564_135	ECrel
00564_70	00564_71	ECrel
00564_71	00564_100	ECrel
00564_100	00564_135	ECrel
00564_70	00564_100	ECrel
00564_94	00564_117	ECrel
00564_86	00564_117	ECrel
00564_71	00564_117	ECrel
00564_99	00564_117	ECrel
00564_94	00564_95	ECrel
00564_86	00564_95	ECrel
00564_71	00564_95	ECrel
00564_95	00564_99	ECrel
00564_85	00564_94	ECrel
00564_85	00564_86	ECrel
00564_71	00564_85	ECrel
00564_85	00564_99	ECrel
00564_86	00564_94	ECrel
00564_71	00564_94	ECrel
00564_94	00564_99	ECrel
00564_71	00564_86	ECrel
00564_86	00564_99	ECrel
00564_71	00564_99	ECrel
00564_86	00564_122	ECrel
00564_86	00564_97	ECrel
00564_86	00564_98	ECrel
00564_97	00564_122	ECrel
00564_98	00564_122	ECrel
00564_104	00564_122	ECrel
00564_122	00564_126	ECrel
00564_110	00564_122	ECrel
00564_70	00564_122	ECrel
00564_122	00564_135	ECrel
00564_101	00564_122	ECrel
00564_122	00564_144	ECrel
00564_104	00564_110	ECrel
00564_70	00564_104	ECrel
00564_104	00564_135	ECrel
00564_101	00564_104	ECrel
00564_104	00564_144	ECrel
00564_110	00564_126	ECrel
00564_70	00564_126	ECrel
00564_126	00564_135	ECrel
00564_101	00564_126	ECrel
00564_126	00564_144	ECrel
00564_70	00564_110	ECrel
00564_110	00564_135	ECrel
00564_101	00564_110	ECrel
00564_110	00564_144	ECrel
00564_70	00564_101	ECrel
00564_70	00564_144	ECrel
00564_101	00564_135	ECrel
00564_135	00564_144	ECrel
00564_101	00564_144	ECrel
00564_117	00564_141	ECrel
00564_95	00564_141	ECrel
00564_85	00564_141	ECrel
00564_94	00564_133	ECrel
00564_86	00564_87	ECrel
00564_87	00564_88	ECrel
00564_87	00564_136	ECrel
00564_88	00564_89	ECrel
00564_88	00564_90	ECrel
00564_89	00564_136	ECrel
00564_90	00564_136	ECrel
00564_91	00564_122	ECrel
00564_91	00564_92	ECrel
00564_91	00564_111	ECrel
00564_104	00564_123	ECrel
00564_123	00564_126	ECrel
00564_110	00564_127	ECrel
00564_114	00564_80	maplink
00564_116	00564_80	maplink
00564_81	00564_80	maplink
00564_81	00564_69	maplink
00564_74	00564_147	maplink
00564_106	00564_147	maplink
00564_106	00564_74	maplink
00564_122	00564_107	maplink
00564_104	00564_107	maplink
00564_126	00564_107	maplink
00564_110	00564_107	maplink
00564_70	00564_107	maplink
00564_135	00564_107	maplink
00564_101	00564_107	maplink
00564_144	00564_107	maplink
00564_72	00564_131	maplink
00564_226	00564_144	ECrel
00564_117	00564_227	ECrel
00564_95	00564_227	ECrel
00564_85	00564_227	ECrel
00564_94	00564_227	ECrel
00564_86	00564_227	ECrel
00564_227	00564_71	ECrel
00564_227	00564_99	ECrel
00564_248	00564_72	maplink
00564_248	00564_131	maplink
00564_91	00564_248	ECrel
00564_111	00564_248	ECrel
00564_92	00564_248	ECrel
00565_68	00565_64	ECrel
00565_64	00565_71	ECrel
00565_68	00565_69	ECrel
00565_68	00565_70	ECrel
00565_69	00565_71	ECrel
00565_70	00565_71	ECrel
00565_69	00565_66	ECrel
00565_70	00565_66	ECrel
00565_61	00565_66	ECrel
00565_65	00565_61	ECrel
00565_65	00565_66	ECrel
00565_77	00565_73	ECrel
00565_76	00565_73	ECrel
00565_77	00565_72	ECrel
00565_76	00565_72	ECrel
00565_76	00565_77	ECrel
00565_82	00565_85	ECrel
00565_72	00565_85	ECrel
00565_85	00565_73	ECrel
00565_82	00565_72	ECrel
00565_82	00565_73	ECrel
00565_59	00565_28	maplink
00590_138	00590_143	ECrel
00590_138	00590_144	ECrel
00590_138	00590_139	ECrel
00590_139	00590_141	ECrel
00590_137	00590_139	ECrel
00590_128	00590_139	ECrel
00590_138	00590_141	ECrel
00590_137	00590_138	ECrel
00590_128	00590_138	ECrel
00590_137	00590_141	ECrel
00590_128	00590_141	ECrel
00590_128	00590_137	ECrel
00590_140	00590_141	ECrel
00590_111	00590_127	ECrel
00590_103	00590_127	ECrel
00590_102	00590_127	ECrel
00590_103	00590_111	ECrel
00590_102	00590_111	ECrel
00590_132	00590_133	ECrel
00590_134	00590_135	ECrel
00590_132	00590_134	ECrel
00590_130	00590_134	ECrel
00590_130	00590_132	ECrel
00590_124	00590_130	ECrel
00590_124	00590_131	ECrel
00590_50	00590_96	ECrel
00590_51	00590_97	ECrel
00590_52	00590_98	ECrel
00590_53	00590_99	ECrel
00590_107	00590_129	ECrel
00590_118	00590_129	ECrel
00590_119	00590_129	ECrel
00590_214	00590_129	ECrel
00590_117	00590_129	ECrel
00590_129	00590_131	ECrel
00590_129	00590_136	ECrel
00590_127	00590_129	ECrel
00590_99	00590_129	ECrel
00590_98	00590_129	ECrel
00590_97	00590_129	ECrel
00590_96	00590_129	ECrel
00590_126	00590_129	ECrel
00590_106	00590_129	ECrel
00590_105	00590_129	ECrel
00590_107	00590_214	ECrel
00590_107	00590_117	ECrel
00590_107	00590_131	ECrel
00590_107	00590_136	ECrel
00590_107	00590_127	ECrel
00590_99	00590_107	ECrel
00590_98	00590_107	ECrel
00590_97	00590_107	ECrel
00590_96	00590_107	ECrel
00590_107	00590_126	ECrel
00590_106	00590_107	ECrel
00590_105	00590_107	ECrel
00590_118	00590_214	ECrel
00590_117	00590_118	ECrel
00590_118	00590_131	ECrel
00590_118	00590_136	ECrel
00590_118	00590_127	ECrel
00590_99	00590_118	ECrel
00590_98	00590_118	ECrel
00590_97	00590_118	ECrel
00590_96	00590_118	ECrel
00590_118	00590_126	ECrel
00590_106	00590_118	ECrel
00590_105	00590_118	ECrel
00590_214	00590_119	ECrel
00590_117	00590_119	ECrel
00590_119	00590_131	ECrel
00590_119	00590_136	ECrel
00590_119	00590_127	ECrel
00590_99	00590_119	ECrel
00590_98	00590_119	ECrel
00590_97	00590_119	ECrel
00590_96	00590_119	ECrel
00590_119	00590_126	ECrel
00590_106	00590_119	ECrel
00590_105	00590_119	ECrel
00590_214	00590_131	ECrel
00590_214	00590_136	ECrel
00590_214	00590_127	ECrel
00590_214	00590_126	ECrel
00590_106	00590_214	ECrel
00590_105	00590_214	ECrel
00590_117	00590_131	ECrel
00590_117	00590_136	ECrel
00590_117	00590_127	ECrel
00590_99	00590_117	ECrel
00590_98	00590_117	ECrel
00590_97	00590_117	ECrel
00590_96	00590_117	ECrel
00590_117	00590_126	ECrel
00590_106	00590_117	ECrel
00590_105	00590_117	ECrel
00590_131	00590_136	ECrel
00590_127	00590_131	ECrel
00590_99	00590_131	ECrel
00590_98	00590_131	ECrel
00590_97	00590_131	ECrel
00590_96	00590_131	ECrel
00590_126	00590_131	ECrel
00590_106	00590_131	ECrel
00590_105	00590_131	ECrel
00590_127	00590_136	ECrel
00590_99	00590_136	ECrel
00590_98	00590_136	ECrel
00590_97	00590_136	ECrel
00590_96	00590_136	ECrel
00590_126	00590_136	ECrel
00590_106	00590_136	ECrel
00590_105	00590_136	ECrel
00590_99	00590_127	ECrel
00590_98	00590_127	ECrel
00590_97	00590_127	ECrel
00590_96	00590_127	ECrel
00590_126	00590_127	ECrel
00590_106	00590_127	ECrel
00590_105	00590_127	ECrel
00590_99	00590_126	ECrel
00590_99	00590_106	ECrel
00590_99	00590_105	ECrel
00590_98	00590_126	ECrel
00590_98	00590_106	ECrel
00590_98	00590_105	ECrel
00590_97	00590_126	ECrel
00590_97	00590_106	ECrel
00590_97	00590_105	ECrel
00590_96	00590_126	ECrel
00590_96	00590_106	ECrel
00590_96	00590_105	ECrel
00590_106	00590_126	ECrel
00590_105	00590_126	ECrel
00590_105	00590_106	ECrel
00590_129	00590_49	maplink
00590_129	00590_108	maplink
00590_107	00590_49	maplink
00590_107	00590_108	maplink
00590_118	00590_49	maplink
00590_118	00590_108	maplink
00590_119	00590_49	maplink
00590_119	00590_108	maplink
00590_214	00590_49	maplink
00590_214	00590_108	maplink
00590_117	00590_49	maplink
00590_117	00590_108	maplink
00590_131	00590_49	maplink
00590_131	00590_108	maplink
00590_136	00590_49	maplink
00590_127	00590_49	maplink
00590_99	00590_49	maplink
00590_98	00590_49	maplink
00590_97	00590_49	maplink
00590_96	00590_49	maplink
00590_49	00590_108	maplink
00590_126	00590_49	maplink
00590_106	00590_49	maplink
00590_105	00590_49	maplink
00590_136	00590_108	maplink
00590_127	00590_108	maplink
00590_99	00590_108	maplink
00590_98	00590_108	maplink
00590_97	00590_108	maplink
00590_96	00590_108	maplink
00590_126	00590_108	maplink
00590_106	00590_108	maplink
00590_105	00590_108	maplink
00590_119	00590_208	ECrel
00590_118	00590_208	ECrel
00590_107	00590_208	ECrel
00590_129	00590_208	ECrel
00590_105	00590_208	ECrel
00590_106	00590_208	ECrel
00590_126	00590_208	ECrel
00590_108	00590_208	maplink
00590_96	00590_214	ECrel
00590_97	00590_214	ECrel
00590_98	00590_214	ECrel
00590_99	00590_214	ECrel
00590_127	00590_208	ECrel
00590_136	00590_208	ECrel
00590_49	00590_208	maplink
00590_131	00590_208	ECrel
00590_143	00590_209	ECrel
00590_144	00590_209	ECrel
00590_139	00590_209	ECrel
00590_138	00590_209	ECrel
00590_141	00590_209	ECrel
00590_137	00590_209	ECrel
00590_128	00590_209	ECrel
00590_96	00590_210	ECrel
00590_96	00590_208	ECrel
00590_97	00590_210	ECrel
00590_97	00590_208	ECrel
00590_98	00590_210	ECrel
00590_98	00590_208	ECrel
00590_99	00590_210	ECrel
00590_99	00590_208	ECrel
00590_127	00590_210	ECrel
00590_136	00590_210	ECrel
00590_131	00590_210	ECrel
00590_210	00590_107	ECrel
00590_210	00590_119	ECrel
00590_210	00590_118	ECrel
00590_210	00590_129	ECrel
00590_210	00590_105	ECrel
00590_210	00590_106	ECrel
00590_210	00590_126	ECrel
00590_210	00590_49	maplink
00590_210	00590_108	maplink
00590_212	00590_131	ECrel
00590_212	00590_49	maplink
00590_212	00590_136	ECrel
00590_212	00590_127	ECrel
00590_212	00590_99	ECrel
00590_212	00590_98	ECrel
00590_212	00590_97	ECrel
00590_212	00590_96	ECrel
00590_212	00590_108	maplink
00590_212	00590_126	ECrel
00590_212	00590_106	ECrel
00590_212	00590_105	ECrel
00590_212	00590_129	ECrel
00590_212	00590_107	ECrel
00590_212	00590_118	ECrel
00590_212	00590_119	ECrel
00590_118	00590_213	ECrel
00590_107	00590_213	ECrel
00590_119	00590_213	ECrel
00590_213	00590_131	ECrel
00590_213	00590_136	ECrel
00590_213	00590_127	ECrel
00590_213	00590_99	ECrel
00590_213	00590_98	ECrel
00590_213	00590_97	ECrel
00590_213	00590_96	ECrel
00590_213	00590_105	ECrel
00590_213	00590_106	ECrel
00590_213	00590_126	ECrel
00590_213	00590_129	ECrel
00591_32	00591_39	ECrel
00591_18	00591_39	ECrel
00591_37	00591_39	ECrel
00591_32	00591_37	ECrel
00591_18	00591_37	ECrel
00591_18	00591_78	ECrel
00591_18	00591_80	ECrel
00591_18	00591_79	ECrel
00591_18	00591_77	ECrel
00591_82	00591_32	ECrel
00591_82	00591_80	ECrel
00591_82	00591_79	ECrel
00591_82	00591_77	ECrel
00591_82	00591_39	ECrel
00591_82	00591_37	ECrel
00591_84	00591_32	ECrel
00591_84	00591_78	ECrel
00591_84	00591_79	ECrel
00591_84	00591_77	ECrel
00591_84	00591_39	ECrel
00591_84	00591_37	ECrel
00591_83	00591_32	ECrel
00591_83	00591_78	ECrel
00591_83	00591_80	ECrel
00591_81	00591_32	ECrel
00591_81	00591_78	ECrel
00591_81	00591_80	ECrel
00591_81	00591_79	ECrel
00591_81	00591_39	ECrel
00591_81	00591_37	ECrel
00591_78	00591_39	ECrel
00591_78	00591_37	ECrel
00591_80	00591_39	ECrel
00591_80	00591_37	ECrel
00591_79	00591_39	ECrel
00591_79	00591_37	ECrel
00591_77	00591_39	ECrel
00591_77	00591_37	ECrel
00591_39	00591_83	ECrel
00591_37	00591_83	ECrel
00591_83	00591_77	ECrel
00592_68	00592_71	ECrel
