entry1	entry2	type
04910_28	04910_46	GErel
04910_28	04910_42	GErel
04910_74	04910_50	PPrel
04910_45	04910_15	PCrel
04910_15	04910_23	PCrel
04910_3	04910_65	PCrel
04910_2	04910_65	PCrel
04910_62	04910_59	PCrel
04911_14	04911_6	PPrel
04911_47	04911_48	PPrel
04911_49	04911_50	PPrel
04911_6	04911_12	PPrel
04911_48	04911_12	PPrel
04911_50	04911_12	PPrel
04911_12	04911_8	PPrel
04911_8	04911_15	PCrel
04911_15	04911_11	PCrel
04911_11	04911_29	PPrel
04911_11	04911_4	PPrel
04911_11	04911_52	PPrel
04911_15	04911_40	PCrel
04911_40	04911_61	PPrel
04911_61	04911_54	PPrel
04911_40	04911_27	PPrel
04911_11	04911_51	PPrel
04911_50	04911_13	PPrel
04911_57	04911_46	PCrel
04911_46	04911_13	PPrel
04911_26	04911_5	PCrel
04911_5	04911_13	PPrel
04911_33	04911_32	PCrel
04911_32	04911_13	PPrel
04911_13	04911_7	PPrel
04911_7	04911_22	PCrel
04911_22	04911_51	PCrel
04911_7	04911_23	PCrel
04911_23	04911_25	PCrel
04911_60	04911_31	PCrel
04911_28	04911_31	PCrel
04911_16	04911_56	PCrel
04911_29	04911_24	GErel
04911_52	04911_24	GErel
04911_17	04911_35	PCrel
04911_17	04911_41	PCrel
04911_11	04911_41	PPrel
04911_40	04911_41	PPrel
04912_3	04912_31	PPrel
04912_10	04912_21	PPrel
04912_21	04912_22	PPrel
04912_10	04912_2	PPrel
04912_28	04912_25	PPrel
04912_25	04912_27	PPrel
04912_27	04912_3	PPrel
04912_25	04912_23	PPrel
04912_23	04912_10	PPrel
04912_22	04912_15	PPrel
04912_30	04912_42	PPrel
04912_42	04912_41	PPrel
04912_41	04912_40	PPrel
04912_40	04912_39	PPrel
04912_39	04912_38	PPrel
04912_38	04912_37	PPrel
04912_2	04912_18	PPrel
04912_2	04912_19	PPrel
04912_2	04912_20	PPrel
04912_2	04912_26	PPrel
04912_2	04912_29	PPrel
04912_2	04912_43	PPrel
04912_29	04912_11	PPrel
04912_11	04912_47	PPrel
04912_2	04912_24	PPrel
04912_24	04912_30	PPrel
04912_31	04912_14	PPrel
04912_18	04912_16	PPrel
04912_16	04912_17	PPrel
04912_47	04912_44	PPrel
04912_44	04912_45	PPrel
04912_45	04912_46	PPrel
04912_29	04912_41	PPrel
04912_2	04912_37	PPrel
04912_37	04912_36	PPrel
04912_36	04912_34	PPrel
04912_34	04912_33	PPrel
04912_29	04912_38	PPrel
04913_18	04913_17	PPrel
04913_17	04913_23	PPrel
04913_23	04913_24	PPrel
04913_24	04913_41	PCrel
04913_41	04913_44	PCrel
04913_23	04913_64	PPrel
04913_41	04913_64	PCrel
04913_41	04913_45	PCrel
04913_46	04913_47	PPrel
04913_48	04913_49	PPrel
04913_44	04913_19	GErel
04913_44	04913_21	GErel
04913_44	04913_12	GErel
04913_44	04913_22	GErel
04913_50	04913_51	PPrel
04913_52	04913_53	PPrel
04913_25	04913_26	PPrel
04913_26	04913_27	PPrel
04913_27	04913_28	PPrel
04913_28	04913_42	PCrel
04913_42	04913_76	PCrel
04913_76	04913_36	GErel
04913_76	04913_35	GErel
04913_76	04913_37	GErel
04913_76	04913_40	GErel
04914_6	04914_23	PPrel
04914_38	04914_39	PPrel
04914_38	04914_34	PPrel
04914_32	04914_30	PPrel
04914_32	04914_29	PPrel
04914_4	04914_27	PPrel
04914_27	04914_26	PPrel
04914_26	04914_25	PPrel
04914_20	04914_19	PPrel
04914_25	04914_18	PPrel
04914_9	04914_42	PPrel
04914_25	04914_24	PPrel
04914_24	04914_11	PPrel
04914_19	04914_11	PPrel
04914_18	04914_17	PPrel
04914_16	04914_15	PPrel
04914_17	04914_16	PPrel
04914_22	04914_4	PPrel
04914_28	04914_6	PPrel
04914_13	04914_14	PPrel
04914_1	04914_9	PPrel
04914_3	04914_1	PPrel
04914_2	04914_1	PPrel
04914_37	04914_38	PCrel
04915_11	04915_3	PCrel
04915_13	04915_12	PCrel
04915_12	04915_14	PPrel
04915_67	04915_5	PCrel
04915_5	04915_50	PPrel
04915_50	04915_6	PPrel
04915_6	04915_7	PPrel
04915_7	04915_8	PPrel
04915_8	04915_10	PPrel
04915_50	04915_53	PPrel
04915_53	04915_15	PCrel
04915_15	04915_16	PCrel
04915_10	04915_9	PPrel
04915_9	04915_42	PPrel
04915_42	04915_43	PPrel
04915_43	04915_44	PPrel
04915_44	04915_17	PPrel
04915_17	04915_18	PPrel
04915_18	04915_19	PPrel
04915_19	04915_20	PPrel
04915_9	04915_65	PPrel
04915_70	04915_29	PCrel
04915_29	04915_69	PPrel
04915_69	04915_28	PPrel
04915_71	04915_68	PCrel
04915_68	04915_51	PPrel
04915_51	04915_28	PPrel
04915_26	04915_35	PCrel
04915_35	04915_27	PCrel
04915_23	04915_24	PPrel
04915_24	04915_34	PCrel
04915_34	04915_25	PCrel
04915_25	04915_26	PPrel
04915_24	04915_33	PCrel
04915_33	04915_60	PCrel
04915_62	04915_61	PCrel
04915_61	04915_39	PPrel
04915_73	04915_23	PPrel
04915_31	04915_22	PCrel
04915_22	04915_36	PPrel
04915_36	04915_37	PPrel
04915_38	04915_39	PPrel
04915_39	04915_41	PCrel
04915_41	04915_40	PCrel
04915_36	04915_54	PPrel
04915_54	04915_55	PPrel
04915_55	04915_56	PPrel
04915_56	04915_57	PPrel
04915_16	04915_18	PPrel
04915_27	04915_28	PPrel
04915_65	04915_66	PPrel
04915_37	04915_38	PPrel
04915_20	04915_3	PPrel
04915_20	04915_12	PPrel
04915_20	04915_21	PPrel
04915_27	04915_30	PPrel
04915_57	04915_58	PPrel
04916_35	04916_37	PPrel
04916_37	04916_28	PPrel
04916_28	04916_31	PPrel
04916_26	04916_50	PPrel
04916_38	04916_22	PPrel
04916_22	04916_36	PPrel
04916_36	04916_1	PPrel
04916_1	04916_33	PPrel
04916_33	04916_34	PPrel
04916_34	04916_27	PPrel
04916_50	04916_15	GErel
04916_27	04916_15	GErel
04916_5	04916_8	GErel
04916_5	04916_7	GErel
04916_5	04916_6	GErel
04916_18	04916_14	PPrel
04916_14	04916_42	PPrel
04916_42	04916_41	PPrel
04916_41	04916_40	PPrel
04916_40	04916_39	PPrel
04916_39	04916_5	PPrel
04916_43	04916_13	PPrel
04916_13	04916_12	PPrel
04916_12	04916_23	PPrel
04916_11	04916_10	PPrel
04916_32	04916_9	PPrel
04916_29	04916_4	PPrel
04916_17	04916_16	PPrel
04916_23	04916_11	PPrel
04916_23	04916_32	PPrel
04916_24	04916_37	PPrel
04917_10	04917_9	PPrel
04917_9	04917_8	PPrel
04917_8	04917_7	PPrel
04917_14	04917_15	PPrel
04917_15	04917_22	PPrel
04917_22	04917_26	PPrel
04917_26	04917_27	PPrel
04917_27	04917_25	PPrel
04917_25	04917_23	PCrel
04917_23	04917_24	PCrel
04917_26	04917_20	PPrel
04917_20	04917_21	PPrel
04917_21	04917_10	PPrel
04917_10	04917_29	PPrel
04917_29	04917_30	PPrel
04917_30	04917_7	PPrel
04917_18	04917_20	PPrel
04917_18	04917_19	PPrel
04917_19	04917_5	PPrel
04917_12	04917_13	PPrel
04917_13	04917_16	PPrel
04917_16	04917_17	PPrel
04917_16	04917_18	PPrel
04917_72	04917_73	PPrel
04917_60	04917_58	PPrel
04917_9	04917_5	PPrel
04917_9	04917_3	PCrel
04917_3	04917_4	PCrel
04917_5	04917_3	PCrel
04917_24	04917_28	PPrel
04917_4	04917_69	PPrel
04917_69	04917_71	PPrel
04917_36	04917_13	PPrel
04917_32	04917_16	PPrel
04917_32	04917_17	PPrel
04917_28	04917_31	GErel
04917_70	04917_68	GErel
04917_17	04917_68	GErel
04917_17	04917_36	GErel
04917_17	04917_37	GErel
04917_17	04917_34	GErel
04917_17	04917_33	GErel
04917_17	04917_56	GErel
04917_17	04917_57	GErel
04917_17	04917_38	GErel
04917_17	04917_40	GErel
04917_17	04917_44	GErel
04917_17	04917_45	GErel
04917_17	04917_46	GErel
04917_17	04917_48	GErel
04917_17	04917_47	GErel
04917_7	04917_70	PPrel
04917_73	04917_74	PPrel
04917_74	04917_75	GErel
04917_58	04917_65	PPrel
04918_4	04918_5	PPrel
04918_5	04918_8	PPrel
04918_8	04918_9	PPrel
04918_9	04918_19	PCrel
04918_19	04918_3	PCrel
04918_3	04918_21	PPrel
04918_3	04918_22	PPrel
04918_3	04918_23	PPrel
04918_3	04918_24	PPrel
04918_5	04918_6	PPrel
04918_6	04918_7	PPrel
04918_7	04918_17	PCrel
04918_17	04918_20	PCrel
04918_20	04918_21	PPrel
04918_20	04918_22	PPrel
04918_20	04918_23	PPrel
04918_20	04918_24	PPrel
04918_7	04918_18	PCrel
04918_18	04918_59	PCrel
04918_21	04918_10	GErel
04918_22	04918_10	GErel
04918_23	04918_10	GErel
04918_24	04918_10	GErel
04918_88	04918_65	PPrel
04918_52	04918_14	PPrel
04918_29	04918_28	PCrel
04918_30	04918_28	PCrel
04918_32	04918_31	PCrel
04918_33	04918_31	PCrel
04918_35	04918_31	PCrel
04918_34	04918_31	PCrel
04918_37	04918_36	PCrel
04918_38	04918_36	PCrel
04918_40	04918_36	PCrel
04918_39	04918_36	PCrel
04918_75	04918_76	PPrel
04919_116	04919_14	PPrel
04919_116	04919_15	PPrel
04919_8	04919_37	PPrel
04919_7	04919_46	PPrel
04919_19	04919_116	PCrel
04919_20	04919_116	PCrel
04919_33	04919_34	PCrel
04919_34	04919_17	PPrel
04919_15	04919_16	PPrel
04919_14	04919_35	PCrel
04919_14	04919_106	PCrel
04919_106	04919_8	PCrel
04919_36	04919_8	PCrel
04919_16	04919_17	PPrel
04919_17	04919_37	PPrel
04919_37	04919_18	PPrel
04919_37	04919_38	PPrel
04919_37	04919_39	PPrel
04919_37	04919_26	PPrel
04919_8	04919_45	PPrel
04919_37	04919_46	PPrel
04919_97	04919_117	PCrel
04919_117	04919_96	PPrel
04919_96	04919_7	PPrel
04919_22	04919_7	PPrel
04919_7	04919_4	PCrel
04919_4	04919_5	PCrel
04919_6	04919_5	PPrel
04919_7	04919_21	PPrel
04919_5	04919_83	PPrel
04919_5	04919_43	PPrel
04919_5	04919_44	PPrel
04919_5	04919_12	PPrel
04919_12	04919_11	PPrel
04919_5	04919_85	PPrel
04919_83	04919_84	PPrel
04919_85	04919_86	PPrel
04919_5	04919_87	PPrel
04919_5	04919_88	PPrel
04919_5	04919_89	PPrel
04919_86	04919_25	PPrel
04919_90	04919_103	GErel
04919_90	04919_27	GErel
04919_90	04919_28	GErel
04919_90	04919_29	GErel
04919_90	04919_104	GErel
04919_90	04919_30	GErel
04919_90	04919_31	GErel
04919_90	04919_32	GErel
04919_90	04919_99	GErel
04919_90	04919_100	GErel
04919_98	04919_30	GErel
04919_98	04919_31	GErel
04919_98	04919_32	GErel
04919_98	04919_99	GErel
04919_98	04919_100	GErel
04919_98	04919_101	GErel
04919_98	04919_102	GErel
04919_41	04919_42	GErel
04919_41	04919_91	GErel
04919_7	04919_40	GErel
04919_7	04919_41	GErel
04919_118	04919_119	PPrel
04919_120	04919_121	PPrel
04919_80	04919_67	PCrel
04919_81	04919_69	PCrel
04919_122	04919_123	PPrel
04919_53	04919_22	PCrel
04919_53	04919_21	PCrel
04919_52	04919_48	PCrel
04919_48	04919_49	PPrel
04920_44	04920_38	PPrel
04920_44	04920_30	PPrel
04920_38	04920_41	PPrel
04920_30	04920_36	PPrel
04920_23	04920_29	PPrel
04920_29	04920_5	PPrel
04920_4	04920_5	PPrel
04920_33	04920_37	PPrel
04920_29	04920_37	PPrel
04920_7	04920_37	PPrel
04920_7	04920_24	PPrel
04920_7	04920_42	PPrel
04920_14	04920_24	PPrel
04920_24	04920_42	PPrel
04920_42	04920_32	PPrel
04920_42	04920_6	PPrel
04920_17	04920_31	PPrel
04920_17	04920_26	PPrel
04920_19	04920_22	PPrel
04920_18	04920_28	PPrel
04920_18	04920_10	PPrel
04920_18	04920_9	PPrel
04920_22	04920_21	PPrel
04920_24	04920_21	PPrel
04920_18	04920_20	PPrel
04920_4	04920_7	GErel
04920_32	04920_7	GErel
04920_32	04920_16	PPrel
04920_32	04920_8	GErel
04920_32	04920_17	PPrel
04920_32	04920_40	GErel
04920_21	04920_8	GErel
04920_20	04920_8	PPrel
04920_39	04920_43	PCrel
04920_11	04920_43	PCrel
04920_34	04920_1	PCrel
04920_27	04920_3	PCrel
04920_21	04920_2	PCrel
04920_23	04920_12	PCrel
04920_41	04920_36	PPrel
04920_36	04920_35	PPrel
04920_36	04920_33	PPrel
04920_36	04920_29	PPrel
04920_22	04920_25	PPrel
04920_25	04920_18	PPrel
04920_35	04920_37	PPrel
04920_23	04920_33	PPrel
04920_24	04920_25	PPrel
04920_8	04920_11	PPrel
04921_15	04921_14	PPrel
04921_14	04921_6	PPrel
04921_6	04921_18	PPrel
04921_18	04921_19	PPrel
04921_19	04921_20	PPrel
04921_20	04921_21	PPrel
04921_21	04921_22	PPrel
04921_49	04921_50	PPrel
04921_7	04921_34	PPrel
04921_64	04921_66	PCrel
04921_66	04921_65	PCrel
04921_66	04921_67	PCrel
04921_22	04921_23	PCrel
04921_6	04921_16	PPrel
04921_16	04921_3	PCrel
04921_3	04921_17	PCrel
04921_17	04921_64	PPrel
04921_17	04921_19	PPrel
04921_17	04921_27	PPrel
04921_27	04921_28	PPrel
04921_9	04921_51	PPrel
04921_9	04921_47	PPrel
04921_47	04921_48	PPrel
04921_9	04921_29	PPrel
04921_29	04921_30	PPrel
04921_30	04921_32	PCrel
04921_32	04921_31	PCrel
04921_31	04921_33	PCrel
04921_9	04921_7	PPrel
04921_82	04921_45	PCrel
04921_45	04921_46	PCrel
04921_38	04921_39	PPrel
04921_39	04921_40	PPrel
04921_40	04921_34	PPrel
04921_35	04921_34	PPrel
04921_14	04921_12	PPrel
04921_12	04921_10	PPrel
04921_10	04921_5	PCrel
04921_5	04921_11	PCrel
04921_14	04921_70	PPrel
04921_70	04921_77	PPrel
04921_70	04921_10	PPrel
04921_74	04921_75	PPrel
04921_21	04921_41	GErel
04921_21	04921_58	GErel
04921_21	04921_56	GErel
04921_21	04921_59	GErel
04921_21	04921_57	GErel
04921_21	04921_60	GErel
04921_50	04921_41	GErel
04921_50	04921_58	GErel
04921_50	04921_56	GErel
04921_50	04921_59	GErel
04921_50	04921_57	GErel
04921_50	04921_60	GErel
04921_52	04921_55	GErel
04921_52	04921_53	GErel
04921_52	04921_54	GErel
04921_75	04921_76	GErel
04921_6	04921_80	PPrel
04921_14	04921_43	PPrel
04921_70	04921_71	PPrel
04921_70	04921_72	PPrel
04921_70	04921_73	PPrel
04921_71	04921_74	PPrel
04921_72	04921_74	PPrel
04921_73	04921_74	PPrel
04921_14	04921_38	PPrel
04921_16	04921_4	PCrel
04921_4	04921_8	PCrel
04921_2	04921_17	PCrel
04921_2	04921_9	PCrel
04921_51	04921_52	PPrel
04930_6	04930_5	PPrel
04930_5	04930_4	PPrel
04930_4	04930_2	PPrel
04930_5	04930_20	PPrel
04930_20	04930_2	PPrel
04930_16	04930_3	PPrel
04930_5	04930_12	PPrel
04930_23	04930_17	PPrel
04930_23	04930_21	PPrel
04930_23	04930_28	PPrel
04930_2	04930_3	PPrel
04930_2	04930_28	PPrel
04930_2	04930_22	PPrel
04930_11	04930_20	PPrel
04930_11	04930_5	PPrel
04930_17	04930_20	PPrel
04930_21	04930_20	PPrel
04930_28	04930_20	PPrel
04930_22	04930_20	PPrel
04930_18	04930_20	PPrel
04930_12	04930_20	PPrel
04930_19	04930_26	GErel
04930_29	04930_26	GErel
04930_17	04930_13	PCrel
04930_21	04930_13	PCrel
04930_18	04930_15	PCrel
04930_27	04930_10	PCrel
04930_1	04930_8	PCrel
04930_32	04930_7	PCrel
04930_31	04930_7	PCrel
04930_32	04930_25	PPrel
04930_31	04930_25	PPrel
04930_30	04930_10	PCrel
04930_31	04930_9	PCrel
04930_25	04930_26	PPrel
04930_27	04930_1	PPrel
04932_20	04932_140	PPrel
04932_140	04932_22	GErel
04932_22	04932_3	PPrel
04932_16	04932_143	PPrel
04932_143	04932_18	PPrel
04932_18	04932_20	GErel
04932_2	04932_135	PPrel
04932_135	04932_3	PPrel
04932_3	04932_27	PPrel
04932_27	04932_4	PPrel
04932_4	04932_28	PPrel
04932_131	04932_132	PPrel
04932_144	04932_7	GErel
04932_10	04932_12	PCrel
04932_129	04932_130	PPrel
04932_12	04932_14	GErel
04932_37	04932_125	PPrel
04932_125	04932_35	PPrel
04932_33	04932_43	PPrel
04932_43	04932_35	PPrel
04932_33	04932_31	PPrel
04932_31	04932_133	PPrel
04932_47	04932_31	PCrel
04932_47	04932_102	PCrel
04932_47	04932_103	PCrel
04932_102	04932_105	PPrel
04932_103	04932_105	PPrel
04932_105	04932_86	PPrel
04932_86	04932_87	PPrel
04932_86	04932_89	PPrel
04932_145	04932_95	GErel
04932_145	04932_96	GErel
04932_145	04932_97	GErel
04932_47	04932_107	PCrel
04932_107	04932_108	PPrel
04932_108	04932_110	PPrel
04932_110	04932_50	PPrel
04932_47	04932_83	PCrel
04932_83	04932_84	PPrel
04932_84	04932_98	PPrel
04932_98	04932_86	PPrel
04932_98	04932_108	PPrel
04932_84	04932_91	PPrel
04932_91	04932_94	PPrel
04932_94	04932_95	GErel
04932_94	04932_96	GErel
04932_94	04932_97	GErel
04932_47	04932_61	PCrel
04932_61	04932_62	PPrel
04932_62	04932_65	PPrel
04932_65	04932_66	PPrel
04932_66	04932_63	PPrel
04932_63	04932_58	PPrel
04932_47	04932_112	PCrel
04932_112	04932_59	PPrel
04932_59	04932_50	PPrel
04932_50	04932_51	PPrel
04932_51	04932_52	PPrel
04932_52	04932_55	PPrel
04932_52	04932_56	PPrel
04932_83	04932_122	PPrel
04932_122	04932_138	GErel
04940_9	04940_5	PPrel
04940_16	04940_20	PPrel
04950_34	04950_26	GErel
04950_26	04950_22	GErel
04950_4	04950_1	GErel
04950_4	04950_23	GErel
04950_23	04950_27	GErel
04950_23	04950_30	GErel
04950_23	04950_16	GErel
04950_23	04950_8	GErel
04950_32	04950_6	GErel
04950_10	04950_6	GErel
04950_24	04950_6	GErel
04950_24	04950_15	GErel
04950_24	04950_5	GErel
04950_24	04950_13	GErel
04950_12	04950_13	GErel
04950_12	04950_5	GErel
04950_12	04950_15	GErel
04950_19	04950_13	GErel
04950_19	04950_5	GErel
04950_19	04950_15	GErel
04950_10	04950_13	GErel
04950_6	04950_20	GErel
04950_6	04950_25	GErel
04950_14	04950_25	GErel
04950_14	04950_11	GErel
04950_14	04950_7	GErel
04950_25	04950_21	GErel
04950_25	04950_18	GErel
04950_2	04950_23	PPrel
04950_28	04950_26	PPrel
04950_29	04950_26	PPrel
04950_27	04950_31	PPrel
04960_14	04960_15	PCrel
04960_14	04960_8	PCrel
04960_6	04960_8	PCrel
04960_8	04960_3	GErel
04960_8	04960_5	GErel
04960_8	04960_9	GErel
04960_8	04960_13	GErel
04960_8	04960_4	GErel
04960_22	04960_18	PPrel
04960_26	04960_18	PPrel
04960_18	04960_19	PPrel
04960_19	04960_20	PPrel
04960_20	04960_23	PCrel
04960_23	04960_21	PCrel
04960_21	04960_5	PPrel
04960_5	04960_27	PPrel
04960_5	04960_10	PPrel
04960_10	04960_3	PPrel
04960_29	04960_10	PPrel
04960_9	04960_20	PPrel
04961_9	04961_8	PCrel
04961_48	04961_47	PCrel
04961_45	04961_21	PCrel
04961_21	04961_41	PCrel
04961_41	04961_42	PCrel
04961_42	04961_43	PCrel
04961_43	04961_40	PCrel
04961_40	04961_5	PCrel
04961_39	04961_5	PCrel
04961_8	04961_26	GErel
04961_8	04961_17	GErel
04961_8	04961_12	GErel
04961_47	04961_26	GErel
04961_47	04961_17	GErel
04961_47	04961_13	GErel
04961_47	04961_12	GErel
04961_3	04961_6	PCrel
04961_22	04961_18	PCrel
04961_23	04961_19	PCrel
04961_24	04961_20	PCrel
04961_51	04961_50	PCrel
04961_50	04961_49	PCrel
04961_49	04961_5	PCrel
04961_6	04961_52	PCrel
04961_52	04961_51	PCrel
04961_54	04961_53	PCrel
04961_53	04961_12	PCrel
04961_60	04961_32	PCrel
04961_58	04961_30	PCrel
04961_31	04961_57	PCrel
04961_33	04961_59	PCrel
04961_36	04961_29	PCrel
04962_4	04962_5	PPrel
04962_5	04962_6	PPrel
04962_6	04962_7	PPrel
04962_7	04962_3	PCrel
04962_3	04962_8	PCrel
04962_8	04962_22	PPrel
04962_8	04962_9	PPrel
04962_9	04962_10	GErel
04962_8	04962_10	PPrel
04962_28	04962_27	PPrel
04964_33	04964_34	ECrel
04964_48	04964_50	ECrel
04966_9	04966_7	PCrel
04966_9	04966_22	PCrel
04966_14	04966_10	PCrel
04966_12	04966_20	PCrel
04966_12	04966_21	PCrel
04966_27	04966_8	PCrel
04970_30	04970_9	PCrel
04970_9	04970_14	PPrel
04970_14	04970_15	PPrel
04970_15	04970_16	PCrel
04970_16	04970_17	PCrel
04970_30	04970_10	PCrel
04970_10	04970_19	PPrel
04970_19	04970_20	PPrel
04970_20	04970_26	PCrel
04970_26	04970_27	PCrel
04970_31	04970_11	PCrel
04970_11	04970_19	PPrel
04970_20	04970_22	PCrel
04970_22	04970_21	PCrel
04970_23	04970_33	PCrel
04970_33	04970_34	PPrel
04970_34	04970_48	PCrel
04970_48	04970_35	PCrel
04970_35	04970_38	PCrel
04970_38	04970_36	PCrel
04970_36	04970_37	PPrel
04970_37	04970_47	PCrel
04970_47	04970_32	PCrel
04970_23	04970_39	PCrel
04970_23	04970_45	PCrel
04970_23	04970_12	PCrel
04970_23	04970_62	PCrel
04970_62	04970_28	PPrel
04970_17	04970_18	PPrel
04971_19	04971_3	PPrel
04971_3	04971_8	PPrel
04971_18	04971_4	PCrel
04971_4	04971_8	PPrel
04971_8	04971_9	PPrel
04971_14	04971_9	PCrel
04971_14	04971_15	PCrel
04971_9	04971_11	PCrel
04971_11	04971_10	PCrel
04971_12	04971_54	PCrel
04971_54	04971_56	PPrel
04971_54	04971_55	PPrel
04971_2	04971_13	PCrel
04971_13	04971_22	PPrel
04971_22	04971_5	PPrel
04971_5	04971_6	PCrel
04971_6	04971_7	PCrel
04971_46	04971_45	PPrel
04971_45	04971_44	PPrel
04971_15	04971_52	PPrel
04971_7	04971_39	PPrel
04971_52	04971_53	PPrel
04971_44	04971_5	PPrel
04971_6	04971_37	PCrel
04971_6	04971_49	PCrel
04972_19	04972_7	PCrel
04972_7	04972_10	PPrel
04972_10	04972_11	PPrel
04972_11	04972_17	PCrel
04972_17	04972_18	PCrel
04972_20	04972_8	PCrel
04972_8	04972_10	PPrel
04972_11	04972_13	PCrel
04972_13	04972_12	PCrel
04972_14	04972_21	PCrel
04972_88	04972_62	PCrel
04972_62	04972_60	PCrel
04972_65	04972_60	PCrel
04972_88	04972_63	PCrel
04972_63	04972_61	PCrel
04972_55	04972_43	PCrel
04972_43	04972_89	PPrel
04972_89	04972_90	PPrel
04972_90	04972_56	PCrel
04972_7	04972_88	PPrel
04972_14	04972_51	PCrel
04972_56	04972_39	PCrel
04972_56	04972_42	PCrel
04972_14	04972_23	PCrel
04973_46	04973_44	PCrel
04973_44	04973_47	PCrel
04973_47	04973_45	PCrel
04973_45	04973_5	PPrel
04973_70	04973_50	PPrel
04973_50	04973_51	PPrel
04973_51	04973_53	PCrel
04973_53	04973_52	PCrel
04973_52	04973_36	PPrel
04974_73	04974_36	PCrel
04975_19	04975_50	ECrel
04975_50	04975_21	ECrel
04975_20	04975_21	ECrel
04975_66	04975_67	PCrel
04975_69	04975_68	PCrel
04976_44	04976_42	PCrel
04976_42	04976_140	PCrel
04976_98	04976_97	PCrel
04976_97	04976_141	PCrel
04976_42	04976_79	GErel
04976_42	04976_37	GErel
04976_42	04976_38	GErel
04976_97	04976_59	GErel
04976_97	04976_151	GErel
04976_21	04976_17	PCrel
04976_17	04976_30	PCrel
04976_30	04976_31	PCrel
04976_31	04976_22	PCrel
04976_22	04976_33	PCrel
04976_33	04976_16	PCrel
04976_79	04976_41	GErel
04976_79	04976_34	GErel
04976_79	04976_36	GErel
04977_32	04977_36	PCrel
04977_46	04977_124	PCrel
04977_50	04977_51	PCrel
04977_25	04977_54	PCrel
04978_15	04978_80	GErel
04978_15	04978_16	GErel
04978_15	04978_7	GErel
04978_15	04978_11	GErel
04978_15	04978_12	GErel
04978_14	04978_15	PCrel
04978_43	04978_41	PCrel
04978_41	04978_42	PCrel
04978_49	04978_48	PCrel
04978_4	04978_6	PCrel
04978_90	04978_89	PCrel
04978_5	04978_3	PCrel
04978_32	04978_33	PCrel
04978_23	04978_31	PCrel
05010_8	05010_62	PPrel
05010_8	05010_58	PPrel
05010_72	05010_59	PPrel
05010_38	05010_39	PPrel
05010_39	05010_40	PPrel
05010_40	05010_41	PPrel
05010_25	05010_26	PPrel
05010_26	05010_27	PCrel
05010_53	05010_54	PPrel
05010_54	05010_55	PPrel
05010_13	05010_10	PPrel
05010_14	05010_10	PPrel
05010_10	05010_12	PPrel
05010_23	05010_49	PPrel
05010_23	05010_50	PPrel
05010_23	05010_51	PPrel
05010_46	05010_47	PCrel
05010_30	05010_33	PCrel
05010_33	05010_34	PPrel
05010_34	05010_35	PPrel
05010_35	05010_37	PPrel
05010_36	05010_37	PPrel
05010_65	05010_37	PPrel
05010_8	05010_61	PPrel
05010_27	05010_21	PCrel
05012_5	05012_6	PPrel
05012_7	05012_8	PPrel
05012_27	05012_28	PPrel
05012_28	05012_29	PPrel
05012_33	05012_34	PPrel
05012_34	05012_35	PPrel
05012_25	05012_19	PPrel
05012_26	05012_19	PPrel
05012_19	05012_56	PPrel
05012_58	05012_56	PPrel
05012_56	05012_57	PPrel
05012_75	05012_62	PCrel
05012_62	05012_65	PPrel
05012_65	05012_68	PPrel
05012_68	05012_73	PCrel
05012_73	05012_70	PCrel
05012_72	05012_63	PCrel
05012_63	05012_66	PPrel
05012_66	05012_68	PPrel
05012_72	05012_64	PCrel
05012_64	05012_67	PPrel
05012_67	05012_69	PPrel
05012_69	05012_74	PCrel
05012_74	05012_71	PCrel
05014_19	05014_20	PPrel
05014_7	05014_20	PPrel
05014_20	05014_13	PPrel
05014_6	05014_59	PCrel
05014_10	05014_24	PPrel
05014_24	05014_25	PPrel
05014_25	05014_26	PPrel
05014_26	05014_27	PPrel
05014_26	05014_28	PPrel
05014_27	05014_29	PPrel
05014_28	05014_29	PPrel
05014_50	05014_53	PPrel
05014_50	05014_52	PPrel
05014_59	05014_2	PCrel
05014_59	05014_54	PCrel
05014_6	05014_16	PPrel
05014_6	05014_5	PPrel
05014_6	05014_51	PPrel
05014_6	05014_54	PPrel
05014_16	05014_7	PPrel
05014_17	05014_7	PPrel
05014_14	05014_7	PPrel
05014_15	05014_7	PPrel
05014_8	05014_4	PCrel
05014_48	05014_35	PCrel
05014_39	05014_43	PCrel
05014_35	05014_46	PCrel
05014_36	05014_47	PCrel
05014_37	05014_49	PCrel
05014_38	05014_49	PCrel
05014_34	05014_31	PPrel
05014_34	05014_32	PPrel
05014_34	05014_33	PPrel
05014_1	05014_31	PPrel
05014_29	05014_31	PPrel
05014_29	05014_32	PPrel
05014_29	05014_33	PPrel
05014_47	05014_31	PCrel
05014_47	05014_32	PCrel
05014_47	05014_33	PCrel
05016_77	05016_46	PPrel
05016_11	05016_12	PPrel
05016_51	05016_48	PPrel
05016_21	05016_78	PPrel
05016_50	05016_52	PPrel
05016_27	05016_24	PCrel
05016_24	05016_23	PPrel
05016_23	05016_25	PPrel
05016_25	05016_28	PCrel
05016_28	05016_26	PCrel
05016_30	05016_26	PPrel
05016_29	05016_55	PCrel
05016_32	05016_59	PPrel
05016_58	05016_59	PPrel
05016_59	05016_60	PPrel
05020_23	05020_24	PPrel
05020_32	05020_26	PPrel
